RecId,EqId,EqName,Year,Station,StationSeqNo,StationId,Magnitude,Strike,Dip,Rake,Mechanism,HypoCtrLatitude ,HypoCtrLongitude,HypocenterDepth,Fault Name,EpiD,HypD,JBD,CRD,RmsD,ClstD,Rx,Vs30,StationLatitude,StationLongitude,FileNameHorizontal1,FileNameHorizontal2,FileNameVertical,H1Azimith,H2Azimuth,LowestUsableFreqH1,LowestUsableFreqH2,Lowest Usable Freq,PGA,PGV,PGD,T0.010S,T0.020S,T0.022S,T0.025S,T0.029S,T0.030S,T0.032S,T0.035S,T0.036S,T0.040S,T0.042S,T0.044S,T0.045S,T0.046S,T0.048S,T0.050S,T0.055S,T0.060S,T0.065S,T0.067S,T0.070S,T0.075S,T0.080S,T0.085S,T0.090S,T0.095S,T0.100S,T0.110S,T0.120S,T0.130S,T0.133S,T0.140S,T0.150S,T0.160S,T0.170S,T0.180S,T0.190S,T0.200S,T0.220S,T0.240S,T0.250S,T0.260S,T0.280S,T0.290S,T0.300S,T0.320S,T0.340S,T0.350S,T0.360S,T0.380S,T0.400S,T0.420S,T0.440S,T0.450S,T0.460S,T0.480S,T0.500S,T0.550S,T0.600S,T0.650S,T0.667S,T0.700S,T0.750S,T0.800S,T0.850S,T0.900S,T0.950S,T1.000S,T1.100S,T1.200S,T1.300S,T1.400S,T1.500S,T1.600S,T1.700S,T1.800S,T1.900S,T2.000S,T2.200S,T2.400S,T2.500S,T2.600S,T2.800S,T3.000S,T3.200S,T3.400S,T3.500S,T3.600S,T3.800S,T4.000S,T4.200S,T4.400S,T4.600S,T4.800S,T5.000S,T5.500S,T6.000S,T6.500S,T7.000S,T7.500S,T8.000S,T8.500S,T9.000S,T9.500S,T10.000S,T11.000S,T12.000S,T13.000S,T14.000S,T15.000S,T20.000S,AveStrike ,Damping,RotD
17,0014,Southern Calif,1952,San Luis Obispo,147,1083,6.00,94.5,90,0,0,35.8330,-121.1670,10,,76.27,76.92,73.35,,76.61,73.41,57.03,493.5,35.285,-120.661,SCALIF\SLO234.AT2,SCALIF\SLO324.AT2,SCALIF\SLO-UP.AT2,234,324,0.138,0.125,0.138,4.3061E-02,3.3004E+00,1.0934E+00,4.3071E-02,4.3145E-02,4.3157E-02,4.3313E-02,4.3731E-02,4.3878E-02,4.4299E-02,4.4649E-02,4.4730E-02,4.4866E-02,4.5156E-02,4.5833E-02,4.6116E-02,4.6328E-02,4.6644E-02,4.7026E-02,4.8017E-02,4.8169E-02,5.0772E-02,5.1727E-02,5.2473E-02,5.4668E-02,5.6754E-02,5.8911E-02,6.2195E-02,6.6559E-02,6.7466E-02,7.6063E-02,9.4849E-02,9.6924E-02,9.4074E-02,1.0115E-01,1.1283E-01,1.0744E-01,1.2884E-01,1.5222E-01,1.5675E-01,1.4236E-01,1.1330E-01,1.0838E-01,1.0997E-01,1.1540E-01,1.1345E-01,1.0891E-01,1.0294E-01,8.7564E-02,8.5538E-02,8.9035E-02,9.6050E-02,1.0910E-01,1.1351E-01,9.8711E-02,8.3619E-02,8.7229E-02,9.3442E-02,9.1235E-02,9.6840E-02,9.9020E-02,1.1271E-01,9.2178E-02,8.4423E-02,7.4099E-02,7.1852E-02,6.4796E-02,5.8371E-02,5.7327E-02,5.6475E-02,4.8135E-02,3.5785E-02,3.4339E-02,2.8328E-02,2.5701E-02,2.2161E-02,2.2653E-02,2.0795E-02,1.7854E-02,1.4160E-02,1.2584E-02,1.0949E-02,9.5821E-03,8.8674E-03,7.8450E-03,6.6415E-03,6.1599E-03,6.6762E-03,7.2100E-03,7.4695E-03,7.4899E-03,6.6920E-03,6.1106E-03,5.5776E-03,4.8696E-03,4.4151E-03,4.1117E-03,4.1190E-03,4.0340E-03,3.5586E-03,2.9410E-03,2.3646E-03,1.8167E-03,1.4702E-03,1.2227E-03,1.0019E-03,8.2007E-04,6.8381E-04,5.1767E-04,4.1602E-04,3.3825E-04,2.7511E-04,2.2622E-04,1.2180E-04,95,5,50
18,0015,Imperial Valley-04,1953,El Centro Array #9,75,117,5.50,13,90,0,0,32.7830,-115.7170,9.5,,15.76,18.40,15.11,,17.75,15.64,15.04,213.44,32.794,-115.549,IMPVALL.BG\G-ELC000.AT2,IMPVALL.BG\G-ELC090.AT2,IMPVALL.BG\G-ELC-UP.AT2,0,90,0.750,0.125,0.750,2.7932E-02,4.4094E+00,8.2546E-01,2.7965E-02,2.8148E-02,2.8187E-02,2.8293E-02,2.8483E-02,2.8508E-02,2.8677E-02,2.8976E-02,2.9198E-02,2.9426E-02,2.9786E-02,2.9879E-02,2.9813E-02,2.9721E-02,3.0697E-02,3.1067E-02,3.1819E-02,3.2615E-02,3.1650E-02,3.1818E-02,3.2585E-02,3.3813E-02,3.5706E-02,3.6865E-02,3.6277E-02,3.8835E-02,4.2766E-02,4.5926E-02,4.7344E-02,4.9079E-02,5.3995E-02,6.3457E-02,7.1021E-02,6.6573E-02,6.8678E-02,7.1790E-02,7.6065E-02,7.8450E-02,7.8947E-02,9.4038E-02,7.9112E-02,7.2600E-02,6.7360E-02,6.4091E-02,6.0746E-02,5.4545E-02,5.0669E-02,4.9189E-02,4.5715E-02,4.2137E-02,4.2361E-02,4.2010E-02,4.4350E-02,4.6723E-02,4.7520E-02,5.0424E-02,5.4972E-02,5.8328E-02,5.4723E-02,6.0598E-02,5.9245E-02,6.6932E-02,6.0858E-02,6.0875E-02,4.7177E-02,5.0569E-02,4.1928E-02,3.5597E-02,4.2871E-02,3.8521E-02,4.1652E-02,3.4068E-02,2.8383E-02,2.9996E-02,2.8076E-02,2.2820E-02,1.6842E-02,1.3521E-02,1.3346E-02,1.1248E-02,1.0250E-02,9.2629E-03,6.7177E-03,4.8622E-03,4.1520E-03,4.1884E-03,4.2229E-03,4.2987E-03,4.3393E-03,4.1897E-03,3.8802E-03,3.4738E-03,3.0298E-03,2.5930E-03,2.1911E-03,1.4617E-03,1.4385E-03,1.3119E-03,1.0892E-03,9.3447E-04,8.2733E-04,7.2907E-04,6.1895E-04,4.9858E-04,4.1495E-04,3.9198E-04,3.3027E-04,2.6137E-04,2.0387E-04,1.7787E-04,9.8991E-05,13,5,50
20,0017,Northern Calif-03,1954,Ferndale City Hall,133,1023,6.50,65.6,90,0,0,40.8167,-124.0830,10,,30.79,32.37,26.72,,33.37,27.02,18.1,219.31,40.576,-124.263,NCALIF.FH\H-FRN044.AT2,NCALIF.FH\H-FRN314.AT2,NCALIF.FH\H-FRN-UP.AT2,44,314,0.125,0.100,0.125,1.8616E-01,3.1332E+01,1.2595E+01,1.8620E-01,1.8764E-01,1.8854E-01,1.8878E-01,1.9098E-01,1.9165E-01,1.9308E-01,1.9384E-01,1.9493E-01,1.9835E-01,1.9554E-01,1.9383E-01,1.9394E-01,1.9399E-01,1.9356E-01,1.9294E-01,1.9256E-01,2.0351E-01,2.0779E-01,2.0508E-01,2.0019E-01,2.2335E-01,2.3933E-01,2.3160E-01,2.3907E-01,2.5534E-01,2.6171E-01,2.5129E-01,2.7995E-01,3.0846E-01,3.0363E-01,3.0930E-01,3.1419E-01,3.4708E-01,3.6208E-01,3.6081E-01,3.3816E-01,3.3614E-01,3.0882E-01,2.9189E-01,2.8195E-01,2.9567E-01,2.9821E-01,3.0526E-01,3.0898E-01,3.1223E-01,3.2724E-01,3.4289E-01,3.5338E-01,3.9945E-01,4.0598E-01,3.5193E-01,3.2450E-01,3.0964E-01,3.0489E-01,3.1317E-01,3.4017E-01,3.7656E-01,3.7326E-01,3.6792E-01,3.7647E-01,3.9351E-01,4.0666E-01,4.0731E-01,3.7723E-01,3.4055E-01,3.1338E-01,3.1396E-01,3.1059E-01,3.3897E-01,3.4989E-01,3.5395E-01,3.4694E-01,3.2342E-01,3.0085E-01,2.7623E-01,2.4704E-01,2.1710E-01,1.6642E-01,1.3186E-01,1.1880E-01,1.0936E-01,9.9111E-02,8.9139E-02,8.0693E-02,8.1913E-02,7.8924E-02,7.0693E-02,6.3953E-02,5.6307E-02,5.1604E-02,4.7482E-02,4.3206E-02,3.9321E-02,3.5836E-02,2.6259E-02,2.0416E-02,1.6778E-02,1.3890E-02,1.1833E-02,1.0296E-02,9.5275E-03,8.8346E-03,7.9294E-03,7.0002E-03,5.2884E-03,4.2847E-03,3.6119E-03,3.0274E-03,2.5188E-03,1.2824E-03,66,5,50
25,0022,Northern Calif-04,1960,Ferndale City Hall,133,1023,5.70,314.9,90,0,0,40.8170,-124.8830,10,,58.78,59.63,56.94,,62.19,57.21,18.14,219.31,40.576,-124.263,NCALIF.AG\B-FRN224.AT2,NCALIF.AG\B-FRN314.AT2,NCALIF.AG\B-FRN-UP.AT2,224,314,0.163,0.163,0.163,6.7086E-02,3.9173E+00,8.0915E-01,6.7116E-02,6.7807E-02,6.8248E-02,6.8383E-02,6.7989E-02,6.7825E-02,6.7808E-02,6.9387E-02,6.9183E-02,6.9423E-02,7.1144E-02,7.2509E-02,7.2826E-02,7.2940E-02,7.2719E-02,7.1746E-02,7.2310E-02,7.4585E-02,7.2838E-02,7.3425E-02,7.7215E-02,8.3344E-02,9.0571E-02,1.0127E-01,1.1225E-01,1.1452E-01,1.1235E-01,1.0974E-01,1.1531E-01,1.1395E-01,1.1690E-01,1.1828E-01,1.2911E-01,1.3900E-01,1.5762E-01,1.7323E-01,1.8015E-01,1.9636E-01,1.8641E-01,1.9824E-01,1.9434E-01,1.8310E-01,1.7466E-01,1.7261E-01,1.6882E-01,1.4473E-01,1.3306E-01,1.2214E-01,1.0934E-01,1.0446E-01,1.0341E-01,1.0404E-01,9.9048E-02,1.0108E-01,1.0360E-01,1.0473E-01,9.3448E-02,7.7966E-02,6.9607E-02,5.5692E-02,5.5212E-02,5.6967E-02,5.2497E-02,6.0356E-02,5.9196E-02,4.7384E-02,3.7403E-02,3.2416E-02,3.0101E-02,2.5774E-02,2.4346E-02,2.2669E-02,1.7911E-02,1.5269E-02,1.6279E-02,1.5187E-02,1.4729E-02,1.4163E-02,1.2478E-02,8.6204E-03,8.2368E-03,8.1329E-03,6.5328E-03,6.7383E-03,6.1136E-03,5.5435E-03,5.1983E-03,4.6911E-03,4.2310E-03,4.0084E-03,3.8059E-03,3.6603E-03,3.1390E-03,3.3368E-03,3.5413E-03,2.7832E-03,2.3903E-03,1.7737E-03,1.9155E-03,1.3539E-03,9.6043E-04,8.3080E-04,7.2786E-04,6.4976E-04,5.6533E-04,4.1641E-04,3.1440E-04,2.6189E-04,2.0790E-04,1.6501E-04,8.2147E-05,315,5,50
26,0023,Hollister-01,1961,Hollister City Hall,135,1028,5.60,269,90,0,0,36.6830,-121.3000,7.4,,20.61,21.90,19.55,,21.73,19.56,18.74,198.77,36.85,-121.4,HOLLISTR\B-HCH181.AT2,HOLLISTR\B-HCH271.AT2,HOLLISTR\B-HCH-UP.AT2,181,271,0.125,0.125,0.125,8.4991E-02,1.0160E+01,3.0946E+00,8.5067E-02,8.5476E-02,8.5646E-02,8.5960E-02,8.6491E-02,8.6558E-02,8.6467E-02,8.6256E-02,8.6180E-02,8.6439E-02,8.7597E-02,8.8120E-02,8.8682E-02,8.9463E-02,9.0144E-02,9.0019E-02,9.1554E-02,9.3644E-02,9.4881E-02,9.4529E-02,9.5383E-02,9.8152E-02,1.0384E-01,1.1014E-01,1.1031E-01,1.1206E-01,1.2131E-01,1.2155E-01,1.2842E-01,1.6699E-01,1.7019E-01,1.8182E-01,1.9457E-01,2.0145E-01,2.0089E-01,1.9599E-01,1.8521E-01,2.0545E-01,2.2951E-01,2.3014E-01,2.4143E-01,2.5956E-01,2.7737E-01,2.6342E-01,2.7409E-01,2.6850E-01,2.5236E-01,2.5475E-01,2.5486E-01,2.4672E-01,2.4811E-01,2.8285E-01,2.7713E-01,2.6683E-01,2.6207E-01,2.6787E-01,2.5713E-01,2.7106E-01,2.1900E-01,2.0419E-01,2.1567E-01,2.2457E-01,2.2350E-01,1.6435E-01,1.4761E-01,1.3714E-01,1.5654E-01,1.4178E-01,1.2611E-01,1.4166E-01,1.3923E-01,9.4651E-02,6.6747E-02,5.4544E-02,5.2482E-02,5.7205E-02,5.8820E-02,5.6621E-02,4.0867E-02,3.8532E-02,3.9166E-02,3.8579E-02,2.8838E-02,2.3878E-02,1.9409E-02,1.6645E-02,1.6190E-02,1.6049E-02,1.5167E-02,1.6847E-02,1.7119E-02,1.5817E-02,1.4776E-02,1.3794E-02,1.2906E-02,1.1180E-02,9.3699E-03,7.9754E-03,6.5738E-03,5.4008E-03,4.5626E-03,3.8001E-03,3.2076E-03,2.7124E-03,2.2790E-03,1.7710E-03,1.3873E-03,1.1888E-03,1.0841E-03,9.5719E-04,4.6227E-04,269,5,50
27,0024,Hollister-02,1961,Hollister City Hall,135,1028,5.50,19.8,90,0,0,36.7000,-121.3000,7.4,,18.92,20.32,17.2,,21.59,18.08,-14.04,198.77,36.85,-121.4,HOLLISTR\C-HCH181.AT2,HOLLISTR\C-HCH271.AT2,HOLLISTR\C-HCH-UP.AT2,181,271,0.288,0.250,0.288,6.2349E-02,7.4768E+00,1.2834E+00,6.2395E-02,6.2697E-02,6.2742E-02,6.2804E-02,6.2976E-02,6.3011E-02,6.3315E-02,6.3658E-02,6.3707E-02,6.4084E-02,6.4390E-02,6.4674E-02,6.4804E-02,6.4876E-02,6.4828E-02,6.4730E-02,6.4217E-02,6.6288E-02,6.7016E-02,6.7821E-02,6.8766E-02,7.0234E-02,7.1697E-02,7.2396E-02,7.4814E-02,7.3125E-02,7.5876E-02,8.2400E-02,8.2404E-02,9.2046E-02,9.5316E-02,9.6774E-02,1.0699E-01,1.1253E-01,1.1817E-01,1.1538E-01,1.2573E-01,1.3521E-01,1.3685E-01,1.4522E-01,1.6042E-01,1.7246E-01,1.7905E-01,1.8981E-01,1.9661E-01,1.9781E-01,1.8229E-01,1.6585E-01,1.5436E-01,1.6853E-01,2.0859E-01,2.1733E-01,2.2662E-01,2.2954E-01,2.3188E-01,2.1814E-01,2.0821E-01,2.1980E-01,2.0453E-01,1.7241E-01,1.7577E-01,1.8211E-01,1.6108E-01,1.3516E-01,1.3615E-01,1.3330E-01,1.2906E-01,1.2226E-01,1.1024E-01,1.2036E-01,1.1425E-01,8.1765E-02,5.5519E-02,4.6324E-02,3.9845E-02,3.9293E-02,3.8261E-02,3.4860E-02,2.5347E-02,1.8733E-02,1.6501E-02,1.4662E-02,1.1843E-02,9.6839E-03,8.0392E-03,7.4777E-03,7.1403E-03,6.7661E-03,5.9470E-03,5.1081E-03,4.3281E-03,3.6446E-03,3.0763E-03,2.6163E-03,2.2952E-03,1.9373E-03,1.7132E-03,1.4804E-03,1.2038E-03,1.0102E-03,8.6527E-04,7.5216E-04,6.8851E-04,6.3276E-04,5.8149E-04,4.9137E-04,4.1705E-04,3.5601E-04,3.0629E-04,2.6544E-04,1.4435E-04,20,5,50
28,0025,Parkfield,1966,Cholame - Shandon Array #12,131,1016,6.19,140,90,180,0,35.9550,-120.4983,10,"San Andreas fault, Parkfield section",36.18,37.54,17.64,,24.53,17.64,15.1,408.93,35.639,-120.404,PARKF\C12050.AT2,PARKF\C12320.AT2,PARKF\C12DWN.AT2,50,320,0.125,0.125,0.125,5.8666E-02,7.1982E+00,3.9056E+00,5.9975E-02,5.9782E-02,6.0051E-02,6.0639E-02,6.1045E-02,6.1258E-02,6.1494E-02,6.3212E-02,6.4158E-02,6.6777E-02,6.7397E-02,7.1306E-02,7.2551E-02,7.3479E-02,7.3561E-02,7.9397E-02,8.1365E-02,9.9372E-02,1.2141E-01,1.3374E-01,1.5395E-01,1.4335E-01,1.4424E-01,1.3511E-01,1.3227E-01,1.4192E-01,1.4087E-01,1.2193E-01,1.2413E-01,1.3523E-01,1.3671E-01,1.4095E-01,1.4365E-01,1.5027E-01,1.8377E-01,1.8002E-01,1.4501E-01,1.3108E-01,1.1905E-01,1.2093E-01,1.3033E-01,1.4033E-01,1.3449E-01,1.2711E-01,1.1647E-01,9.9827E-02,9.6186E-02,1.0442E-01,1.0044E-01,9.4016E-02,9.7721E-02,9.8438E-02,9.6533E-02,9.4016E-02,9.1238E-02,8.8356E-02,8.4052E-02,5.8350E-02,5.5495E-02,5.4222E-02,5.2210E-02,5.5574E-02,6.2115E-02,5.7059E-02,5.9192E-02,5.9758E-02,6.0641E-02,5.8727E-02,6.0984E-02,5.7270E-02,6.1412E-02,7.4316E-02,7.7965E-02,7.4969E-02,6.7948E-02,6.2661E-02,6.2809E-02,5.1979E-02,3.7192E-02,4.2810E-02,4.1393E-02,3.6154E-02,3.4523E-02,3.0653E-02,2.4619E-02,2.3069E-02,2.3295E-02,2.2256E-02,2.1471E-02,2.0123E-02,1.8273E-02,1.5855E-02,1.4689E-02,1.3538E-02,1.2454E-02,1.2900E-02,1.4030E-02,1.3643E-02,1.1559E-02,9.2233E-03,7.1136E-03,5.4189E-03,4.4298E-03,3.5957E-03,2.9025E-03,2.2870E-03,2.0305E-03,1.6088E-03,1.2835E-03,1.1038E-03,5.9501E-04,141.05,5,50
30,0025,Parkfield,1966,Cholame - Shandon Array #5,127,1014,6.19,140,90,180,0,35.9550,-120.4983,10,"San Andreas fault, Parkfield section",32.56,34.06,9.58,,17.72,9.58,5.8,289.56,35.697,-120.328,PARKF\C05085.AT2,PARKF\C05355.AT2,PARKF\C05DWN.AT2,85,355,0.163,0.125,0.163,3.7893E-01,2.3545E+01,5.4180E+00,3.8489E-01,3.8001E-01,3.8084E-01,3.8300E-01,3.8638E-01,3.8728E-01,3.9047E-01,3.9281E-01,3.9211E-01,3.9732E-01,4.0505E-01,4.0442E-01,4.0238E-01,4.0045E-01,4.0209E-01,3.9276E-01,4.1693E-01,4.2925E-01,4.5603E-01,4.6895E-01,4.7596E-01,5.0103E-01,5.2359E-01,5.8150E-01,5.6515E-01,4.9932E-01,5.8793E-01,6.3935E-01,6.6855E-01,6.2063E-01,5.9649E-01,6.0106E-01,6.8604E-01,6.9729E-01,7.3394E-01,8.1367E-01,8.0538E-01,8.1738E-01,7.4549E-01,8.3246E-01,7.9637E-01,8.4308E-01,9.8822E-01,1.0667E+00,1.1103E+00,9.6509E-01,9.7206E-01,1.0877E+00,1.1513E+00,1.0899E+00,9.6953E-01,8.2849E-01,7.2506E-01,7.0999E-01,7.1373E-01,7.2907E-01,7.4002E-01,5.8005E-01,4.2069E-01,2.9524E-01,2.7544E-01,2.6181E-01,2.5136E-01,2.0328E-01,1.8823E-01,1.9332E-01,1.8078E-01,1.7094E-01,1.6412E-01,1.8053E-01,1.3825E-01,1.0251E-01,7.4755E-02,8.3478E-02,9.1332E-02,9.4788E-02,9.8212E-02,9.3488E-02,8.1738E-02,7.4936E-02,7.0423E-02,6.2191E-02,4.8995E-02,4.2332E-02,3.3299E-02,3.3398E-02,3.2642E-02,3.1129E-02,2.6808E-02,2.2778E-02,1.9042E-02,1.7784E-02,1.7832E-02,1.7710E-02,1.6912E-02,1.6695E-02,1.5868E-02,1.3507E-02,1.0794E-02,9.1169E-03,8.1523E-03,7.1214E-03,6.0950E-03,5.1350E-03,4.2570E-03,2.8729E-03,2.0824E-03,1.7142E-03,1.4259E-03,1.2020E-03,5.8124E-04,141.05,5,50
31,0025,Parkfield,1966,Cholame - Shandon Array #8,129,1015,6.19,140,90,180,0,35.9550,-120.4983,10,"San Andreas fault, Parkfield section",34.01,35.45,12.9,,20.53,12.9,9.74,256.82,35.671,-120.359,PARKF\C08050.AT2,PARKF\C08320.AT2,PARKF\C08DWN.AT2,50,320,0.125,0.063,0.125,2.4724E-01,1.1633E+01,4.3548E+00,2.5294E-01,2.4807E-01,2.4984E-01,2.5318E-01,2.5824E-01,2.6022E-01,2.5960E-01,2.5952E-01,2.6492E-01,2.6476E-01,2.6384E-01,2.7411E-01,2.8164E-01,2.8679E-01,2.9138E-01,2.8908E-01,3.1704E-01,3.6267E-01,3.8917E-01,3.8285E-01,3.9333E-01,4.3897E-01,5.7668E-01,6.3993E-01,5.7610E-01,4.9783E-01,4.7937E-01,5.1363E-01,5.5929E-01,4.8741E-01,5.0189E-01,6.5865E-01,7.9655E-01,8.2377E-01,8.2455E-01,7.9490E-01,7.9668E-01,7.7799E-01,6.5564E-01,4.6330E-01,4.1220E-01,4.1721E-01,3.7922E-01,3.3408E-01,3.5406E-01,3.7615E-01,3.6697E-01,3.3202E-01,3.2562E-01,3.1746E-01,3.2697E-01,3.5971E-01,3.2543E-01,3.0246E-01,2.9987E-01,3.0261E-01,2.8404E-01,1.9539E-01,1.9397E-01,1.9292E-01,1.8749E-01,1.6634E-01,1.6543E-01,1.6704E-01,1.6671E-01,1.6446E-01,1.5652E-01,1.5165E-01,1.2624E-01,1.0543E-01,8.7024E-02,7.2189E-02,6.3853E-02,5.8919E-02,6.0600E-02,5.9001E-02,4.9827E-02,4.5306E-02,4.1471E-02,3.3911E-02,3.2826E-02,3.2186E-02,3.2308E-02,2.8631E-02,2.7273E-02,2.6827E-02,2.6994E-02,2.5773E-02,2.2313E-02,2.2556E-02,2.0640E-02,1.8038E-02,1.5229E-02,1.3904E-02,1.3873E-02,1.4735E-02,1.5580E-02,1.4232E-02,1.1126E-02,8.5444E-03,6.3703E-03,5.6174E-03,4.7456E-03,4.0885E-03,3.4245E-03,2.7907E-03,2.4165E-03,1.9468E-03,1.5109E-03,1.1810E-03,5.6053E-04,141.05,5,50
32,0025,Parkfield,1966,San Luis Obispo,147,1083,6.19,140,90,180,0,35.9550,-120.4983,10,"San Andreas fault, Parkfield section",75.99,76.65,63.34,,68.72,63.34,56.51,493.5,35.285,-120.661,PARKF\SLO234.AT2,PARKF\SLO324.AT2,PARKF\SLO-UP.AT2,234,324,0.625,0.625,0.625,1.2819E-02,7.9134E-01,1.0682E-01,1.3018E-02,1.2878E-02,1.2904E-02,1.2920E-02,1.3062E-02,1.3082E-02,1.3085E-02,1.3167E-02,1.3207E-02,1.3638E-02,1.3854E-02,1.4000E-02,1.4053E-02,1.4075E-02,1.4061E-02,1.4083E-02,1.3594E-02,1.4387E-02,1.5178E-02,1.5293E-02,1.6680E-02,1.7464E-02,1.8329E-02,1.9129E-02,2.1150E-02,2.5413E-02,2.7190E-02,2.8833E-02,3.1595E-02,3.1894E-02,3.2713E-02,3.5032E-02,3.7374E-02,3.4703E-02,3.1727E-02,3.5704E-02,4.0670E-02,3.5656E-02,2.5417E-02,2.6492E-02,3.1669E-02,2.8797E-02,2.8064E-02,2.5212E-02,2.2665E-02,2.3158E-02,2.5940E-02,2.6190E-02,2.6027E-02,2.6952E-02,2.5368E-02,2.3624E-02,2.1275E-02,2.0699E-02,2.1373E-02,2.5040E-02,2.7177E-02,2.4580E-02,1.9328E-02,1.7044E-02,1.6528E-02,1.5288E-02,1.4759E-02,1.4251E-02,1.2231E-02,1.2205E-02,1.1512E-02,8.6362E-03,7.8103E-03,7.5140E-03,6.9795E-03,6.3852E-03,6.5415E-03,6.3018E-03,5.3231E-03,4.4944E-03,3.6703E-03,2.7898E-03,2.4495E-03,1.9925E-03,1.6568E-03,1.4006E-03,1.2092E-03,9.9447E-04,7.6529E-04,6.4394E-04,5.8564E-04,5.2754E-04,4.2947E-04,3.7235E-04,3.1474E-04,2.6100E-04,2.3562E-04,2.1395E-04,2.0064E-04,1.7523E-04,1.4593E-04,1.1601E-04,1.0071E-04,8.7833E-05,7.4247E-05,6.3392E-05,5.6087E-05,5.1422E-05,4.6223E-05,3.9937E-05,3.5156E-05,3.0122E-05,2.5615E-05,2.1994E-05,1.1938E-05,141.05,5,50
33,0025,Parkfield,1966,Temblor pre-1969,162,1438,6.19,140,90,180,0,35.9550,-120.4983,10,"San Andreas fault, Parkfield section",40.25,41.48,15.96,,24.75,15.96,-6.84,527.92,35.71,-120.17,PARKF\TMB205.AT2,PARKF\TMB295.AT2,PARKF\TMBDWN.AT2,205,295,0.125,0.188,0.188,2.8726E-01,1.6521E+01,4.7792E+00,2.9064E-01,2.8795E-01,2.8811E-01,2.8822E-01,2.8858E-01,2.8851E-01,2.8815E-01,2.8875E-01,2.8856E-01,2.8780E-01,2.8879E-01,2.9042E-01,2.9054E-01,2.9233E-01,2.9519E-01,2.9596E-01,3.0276E-01,3.1886E-01,3.1907E-01,3.1533E-01,3.1831E-01,3.2192E-01,3.4429E-01,3.5105E-01,3.6169E-01,3.8613E-01,3.6791E-01,4.2206E-01,4.2444E-01,5.1306E-01,5.4242E-01,5.2779E-01,4.8917E-01,5.7056E-01,5.3983E-01,6.1816E-01,6.2235E-01,7.1144E-01,8.3969E-01,7.7891E-01,8.0591E-01,7.7912E-01,6.9719E-01,7.2421E-01,7.5329E-01,7.3760E-01,8.1082E-01,8.6715E-01,9.1354E-01,9.3754E-01,8.9135E-01,8.1188E-01,7.1424E-01,6.6092E-01,6.0674E-01,5.0293E-01,4.1264E-01,2.5925E-01,2.1702E-01,1.7838E-01,1.6448E-01,1.4401E-01,1.3626E-01,1.2680E-01,1.2402E-01,1.2848E-01,1.3610E-01,1.4692E-01,1.6003E-01,1.4408E-01,1.3101E-01,9.4826E-02,7.0090E-02,6.2730E-02,5.7447E-02,5.5852E-02,5.2013E-02,4.7460E-02,4.3093E-02,3.8017E-02,3.5769E-02,3.2170E-02,2.9079E-02,2.5437E-02,2.1645E-02,1.9988E-02,1.9279E-02,1.8542E-02,1.7027E-02,1.5508E-02,1.4458E-02,1.3738E-02,1.2454E-02,1.1264E-02,1.0323E-02,8.5513E-03,7.9664E-03,7.2565E-03,6.3636E-03,5.2503E-03,4.3728E-03,3.7527E-03,3.3141E-03,2.9316E-03,2.6289E-03,2.0965E-03,1.7200E-03,1.4202E-03,1.1843E-03,9.9689E-04,4.9205E-04,141.05,5,50
34,0026,Northern Calif-05,1967,Ferndale City Hall,133,1023,5.60,312,90,180,0,40.5000,-124.6000,10,,29.73,31.36,27.36,,32.03,28.73,25.38,219.31,40.576,-124.263,NCALIF.AG\C-FRN224.AT2,NCALIF.AG\C-FRN314.AT2,NCALIF.AG\C-FRN-UP.AT2,224,314,0.175,0.088,0.175,1.8406E-01,1.1517E+01,1.7695E+00,1.8499E-01,1.8974E-01,1.8873E-01,1.8871E-01,1.9003E-01,1.9388E-01,1.9832E-01,2.1100E-01,2.1718E-01,2.2956E-01,2.3042E-01,2.3653E-01,2.4205E-01,2.4838E-01,2.6223E-01,2.7544E-01,2.9507E-01,2.9651E-01,2.9350E-01,2.9349E-01,2.9694E-01,3.1334E-01,3.3173E-01,3.3771E-01,3.4143E-01,3.3006E-01,3.2671E-01,3.6285E-01,3.7154E-01,4.1024E-01,4.2044E-01,4.3713E-01,4.6930E-01,4.9071E-01,4.9530E-01,4.8025E-01,4.5247E-01,4.1431E-01,3.6130E-01,3.2593E-01,3.0121E-01,2.7568E-01,2.3608E-01,2.3261E-01,2.3323E-01,2.3655E-01,2.2757E-01,2.3135E-01,2.3580E-01,2.3130E-01,2.2997E-01,2.2934E-01,2.1261E-01,2.0504E-01,2.0121E-01,2.0259E-01,2.0493E-01,1.9765E-01,1.9465E-01,1.9818E-01,2.0042E-01,1.9923E-01,1.7952E-01,1.5596E-01,1.4452E-01,1.3537E-01,1.2325E-01,1.1310E-01,9.2085E-02,7.0233E-02,5.7377E-02,4.6169E-02,3.9209E-02,3.3853E-02,2.8749E-02,2.4612E-02,2.1526E-02,1.9859E-02,1.6947E-02,1.3830E-02,1.3309E-02,1.2556E-02,1.1056E-02,9.6861E-03,8.4668E-03,7.4188E-03,6.9503E-03,6.5124E-03,5.7260E-03,5.1082E-03,4.5029E-03,3.9898E-03,3.4281E-03,3.0709E-03,2.7772E-03,2.2922E-03,2.1452E-03,2.2082E-03,1.9743E-03,1.7114E-03,1.5346E-03,1.3591E-03,1.1989E-03,1.0800E-03,9.5944E-04,7.5930E-04,6.4677E-04,5.6361E-04,4.6878E-04,4.1294E-04,2.2121E-04,312,5,50
